<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2020.01.21	16:00:00	1.11131	1.11132	1.10805	1.10814	8488	0	6
2020.01.22	00:00:00	1.10812	1.10863	1.10768	1.10840	3807	0	7
2020.01.22	08:00:00	1.10840	1.10941	1.10746	1.10892	10242	0	6
2020.01.22	16:00:00	1.10894	1.10979	1.10696	1.10937	10112	0	1
2020.01.23	00:00:00	1.10909	1.10990	1.10794	1.10825	4700	0	4
2020.01.23	08:00:00	1.10827	1.11081	1.10784	1.10861	11582	0	1
2020.01.23	16:00:00	1.10863	1.10898	1.10358	1.10572	14437	0	1
2020.01.24	00:00:00	1.10502	1.10569	1.10462	1.10483	2897	0	7
2020.01.24	08:00:00	1.10483	1.10611	1.10257	1.10383	11861	0	5
2020.01.24	16:00:00	1.10384	1.10393	1.10195	1.10210	11138	0	7
2020.01.27	00:00:00	1.10290	1.10352	1.10231	1.10303	5754	0	1
2020.01.27	08:00:00	1.10302	1.10371	1.10146	1.10267	10958	0	6
2020.01.27	16:00:00	1.10267	1.10316	1.10092	1.10187	9460	0	5
2020.01.28	00:00:00	1.10179	1.10247	1.10160	1.10213	2793	0	8
2020.01.28	08:00:00	1.10213	1.10229	1.10015	1.10048	10687	0	4
2020.01.28	16:00:00	1.10048	1.10223	1.09974	1.10210	8387	0	6
2020.01.29	00:00:00	1.10216	1.10270	1.10107	1.10142	3390	0	7
2020.01.29	08:00:00	1.10143	1.10159	1.09919	1.09920	8098	0	7
2020.01.29	16:00:00	1.09920	1.10201	1.09920	1.10095	10322	0	0
2020.01.30	00:00:00	1.10080	1.10175	1.10040	1.10129	3338	0	5
2020.01.30	08:00:00	1.10130	1.10313	1.10063	1.10249	10958	0	6
2020.01.30	16:00:00	1.10248	1.10388	1.10147	1.10307	12287	0	5
2020.01.31	00:00:00	1.10302	1.10350	1.10209	1.10210	3833	0	7
2020.01.31	08:00:00	1.10210	1.10552	1.10164	1.10545	10869	0	5
2020.01.31	16:00:00	1.10546	1.10949	1.10483	1.10940	14701	0	0
2020.02.03	00:00:00	1.10930	1.10933	1.10795	1.10839	5635	0	5
2020.02.03	08:00:00	1.10839	1.10857	1.10579	1.10625	10883	0	6
2020.02.03	16:00:00	1.10624	1.10659	1.10351	1.10603	11863	0	0
2020.02.04	00:00:00	1.10568	1.10637	1.10551	1.10579	3705	0	7
2020.02.04	08:00:00	1.10579	1.10631	1.10426	1.10439	11635	0	6
2020.02.04	16:00:00	1.10438	1.10479	1.10322	1.10438	9302	0	3
2020.02.05	00:00:00	1.10434	1.10456	1.10331	1.10373	3393	0	7
2020.02.05	08:00:00	1.10373	1.10474	1.10075	1.10118	12263	0	6
2020.02.05	16:00:00	1.10119	1.10138	1.09932	1.09983	9351	0	0
2020.02.06	00:00:00	1.09980	1.10001	1.09936	1.09993	3427	0	7
2020.02.06	08:00:00	1.09993	1.10134	1.09937	1.10010	9249	0	5
2020.02.06	16:00:00	1.10012	1.10012	1.09638	1.09802	10260	0	5
2020.02.07	00:00:00	1.09799	1.09845	1.09759	1.09803	3234	0	7
2020.02.07	08:00:00	1.09803	1.09821	1.09473	1.09576	12141	0	6
2020.02.07	16:00:00	1.09577	1.09757	1.09414	1.09434	11671	0	6
2020.02.10	00:00:00	1.09431	1.09570	1.09412	1.09550	3828	0	6
2020.02.10	08:00:00	1.09550	1.09570	1.09296	1.09320	9159	0	5
2020.02.10	16:00:00	1.09321	1.09377	1.09071	1.09101	8181	0	4
2020.02.11	00:00:00	1.09098	1.09166	1.09072	1.09118	3461	0	7
2020.02.11	08:00:00	1.09117	1.09202	1.08907	1.09030	9523	0	6
2020.02.11	16:00:00	1.09030	1.09242	1.09010	1.09153	10297	0	5
2020.02.12	00:00:00	1.09142	1.09204	1.09091	1.09102	3934	0	7
2020.02.12	08:00:00	1.09103	1.09250	1.09017	1.09047	9763	0	6
2020.02.12	16:00:00	1.09045	1.09100	1.08647	1.08730	11151	0	0
2020.02.13	00:00:00	1.08714	1.08759	1.08646	1.08711	4389	0	7
2020.02.13	08:00:00	1.08711	1.08882	1.08526	1.08543	10932	0	5
2020.02.13	16:00:00	1.08549	1.08613	1.08335	1.08385	10490	0	0
2020.02.14	00:00:00	1.08379	1.08415	1.08266	1.08365	3658	0	0
2020.02.14	08:00:00	1.08366	1.08591	1.08316	1.08546	10076	0	5
2020.02.14	16:00:00	1.08547	1.08607	1.08287	1.08292	9269	0	2
2020.02.17	00:00:00	1.08382	1.08412	1.08331	1.08392	4113	0	0
2020.02.17	08:00:00	1.08391	1.08505	1.08316	1.08356	6833	0	5
2020.02.17	16:00:00	1.08355	1.08409	1.08287	1.08318	5430	0	3
2020.02.18	00:00:00	1.08333	1.08371	1.08224	1.08307	4495	0	5
2020.02.18	08:00:00	1.08310	1.08367	1.07928	1.08017	13051	0	1
2020.02.18	16:00:00	1.08019	1.08254	1.07850	1.07901	10972	0	5
2020.02.19	00:00:00	1.07894	1.08032	1.07892	1.07950	4080	0	0
2020.02.19	08:00:00	1.07950	1.08076	1.07840	1.07928	10111	0	2
2020.02.19	16:00:00	1.07929	1.08111	1.07817	1.08062	12213	0	6
2020.02.20	00:00:00	1.08019	1.08147	1.07912	1.07962	6090	0	7
2020.02.20	08:00:00	1.07964	1.08057	1.07773	1.08041	13407	0	7
2020.02.20	16:00:00	1.08042	1.08206	1.07823	1.07827	13807	0	0
2020.02.21	00:00:00	1.07825	1.07944	1.07824	1.07924	4582	0	6
2020.02.21	08:00:00	1.07925	1.08194	1.07890	1.08087	14353	0	2
2020.02.21	16:00:00	1.08086	1.08630	1.08005	1.08474	14186	0	0
2020.02.24	00:00:00	1.08240	1.08419	1.08112	1.08145	7007	0	5
2020.02.24	08:00:00	1.08145	1.08414	1.08046	1.08142	16431	0	1
2020.02.24	16:00:00	1.08142	1.08715	1.08136	1.08529	19722	0	5
2020.02.25	00:00:00	1.08508	1.08670	1.08411	1.08506	6525	0	7
2020.02.25	08:00:00	1.08506	1.08655	1.08297	1.08404	16392	0	3
2020.02.25	16:00:00	1.08401	1.08901	1.08314	1.08802	22133	0	2
2020.02.26	00:00:00	1.08793	1.08825	1.08619	1.08754	7100	0	6
2020.02.26	08:00:00	1.08755	1.09081	1.08558	1.08649	20886	0	3
2020.02.26	16:00:00	1.08653	1.08994	1.08545	1.08793	19167	0	0
2020.02.27	00:00:00	1.08791	1.09142	1.08741	1.09070	8106	0	3
2020.02.27	08:00:00	1.09070	1.09772	1.09054	1.09761	22096	0	3
2020.02.27	16:00:00	1.09761	1.10056	1.09625	1.09993	28126	0	0
2020.02.28	00:00:00	1.09974	1.10047	1.09817	1.09997	9506	0	1
2020.02.28	08:00:00	1.09996	1.10523	1.09679	1.09861	29900	0	3
2020.02.28	16:00:00	1.09863	1.10451	1.09504	1.10240	32894	0	0
2020.03.02	00:00:00	1.10441	1.10732	1.10356	1.10427	13380	0	0
2020.03.02	08:00:00	1.10427	1.11638	1.10379	1.11211	33725	0	0
2020.03.02	16:00:00	1.11212	1.11847	1.11073	1.11313	31127	0	0
2020.03.03	00:00:00	1.11321	1.11551	1.11198	1.11444	9235	0	0
2020.03.03	08:00:00	1.11443	1.11505	1.10946	1.11185	27802	0	0
2020.03.03	16:00:00	1.11186	1.12131	1.11149	1.11694	36629	0	0
2020.03.04	00:00:00	1.11674	1.11847	1.11549	1.11562	7440	0	6
2020.03.04	08:00:00	1.11562	1.11869	1.11091	1.11248	24038	0	0
2020.03.04	16:00:00	1.11247	1.11451	1.10949	1.11343	22646	0	0
2020.03.05	00:00:00	1.11321	1.11431	1.11299	1.11340	5234	0	5
2020.03.05	08:00:00	1.11340	1.11995	1.11190	1.11862	21345	0	0
2020.03.05	16:00:00	1.11861	1.12443	1.11664	1.12359	24653	0	0
2020.03.06	00:00:00	1.12357	1.12482	1.12111	1.12276	9444	0	0
2020.03.06	08:00:00	1.12277	1.13400	1.12185	1.13223	37806	0	0
2020.03.06	16:00:00	1.13219	1.13542	1.12865	1.12890	41143	0	0
2020.03.09	00:00:00	1.13453	1.14954	1.13397	1.13811	29971	0	0
2020.03.09	08:00:00	1.13808	1.14837	1.13647	1.14011	51291	0	0
2020.03.09	16:00:00	1.14004	1.14785	1.13992	1.14417	40630	0	0
2020.03.10	00:00:00	1.14446	1.14575	1.13714	1.13746	18936	0	1
2020.03.10	08:00:00	1.13746	1.14005	1.13317	1.13795	44980	0	0
2020.03.10	16:00:00	1.13794	1.13938	1.12743	1.12806	49739	0	0
2020.03.11	00:00:00	1.12744	1.13383	1.12701	1.13370	13908	0	2
2020.03.11	08:00:00	1.13370	1.13661	1.13008	1.13385	35639	0	2
2020.03.11	16:00:00	1.13387	1.13512	1.12568	1.12697	37528	0	0
2020.03.12	00:00:00	1.12672	1.13329	1.12498	1.12952	18920	0	0
2020.03.12	08:00:00	1.12952	1.13191	1.11969	1.12142	37546	0	0
2020.03.12	16:00:00	1.12140	1.12526	1.10548	1.11846	59754	0	0
2020.03.13	00:00:00	1.11821	1.12209	1.11516	1.12185	22788	0	0
2020.03.13	08:00:00	1.12181	1.12199	1.11087	1.11097	41757	0	2
2020.03.13	16:00:00	1.11102	1.11329	1.10544	1.11008	49214	0	0
2020.03.16	00:00:00	1.10540	1.11986	1.10540	1.11326	33577	0	0
2020.03.16	08:00:00	1.11326	1.12357	1.11075	1.11653	57550	0	1
2020.03.16	16:00:00	1.11648	1.11857	1.10938	1.11802	47103	0	0
2020.03.17	00:00:00	1.11783	1.11885	1.11567	1.11785	25483	0	5
2020.03.17	08:00:00	1.11789	1.11807	1.09725	1.09878	42763	0	2
2020.03.17	16:00:00	1.09877	1.10198	1.09544	1.09974	44736	0	0
2020.03.18	00:00:00	1.09962	1.10327	1.09841	1.10302	21852	0	2
2020.03.18	08:00:00	1.10301	1.10444	1.09275	1.09297	54305	0	0
2020.03.18	16:00:00	1.09296	1.09463	1.08011	1.09158	52515	0	0
2020.03.19	00:00:00	1.09052	1.09804	1.08767	1.08957	26033	0	0
2020.03.19	08:00:00	1.08958	1.09470	1.07254	1.07979	52013	0	0
2020.03.19	16:00:00	1.07977	1.08323	1.06545	1.06927	61983	0	0
2020.03.20	00:00:00	1.06904	1.07644	1.06522	1.07644	29910	0	0
2020.03.20	08:00:00	1.07644	1.08303	1.06959	1.07087	62875	0	0
2020.03.20	16:00:00	1.07086	1.07487	1.06373	1.06965	54810	0	0
2020.03.23	00:00:00	1.06999	1.07366	1.06353	1.07352	29317	0	0
2020.03.23	08:00:00	1.07352	1.08017	1.06660	1.07784	52842	0	2
2020.03.23	16:00:00	1.07780	1.08273	1.07195	1.07229	52175	0	0
2020.03.24	00:00:00	1.07206	1.08219	1.07190	1.07880	23087	0	0
2020.03.24	08:00:00	1.07884	1.08876	1.07754	1.08217	46048	0	0
2020.03.24	16:00:00	1.08217	1.08528	1.07453	1.07864	43917	0	0
2020.03.25	00:00:00	1.07851	1.08234	1.07596	1.08109	18901	0	0
2020.03.25	08:00:00	1.08109	1.08491	1.07917	1.08191	45109	0	0
2020.03.25	16:00:00	1.08191	1.08932	1.07841	1.08800	39335	0	0
2020.03.26	00:00:00	1.08804	1.09331	1.08697	1.09060	17488	0	3
2020.03.26	08:00:00	1.09062	1.09778	1.08962	1.09714	39020	0	0
2020.03.26	16:00:00	1.09715	1.10580	1.09481	1.10321	44169	0	3
2020.03.27	00:00:00	1.10286	1.10864	1.10216	1.10577	16881	0	4
2020.03.27	08:00:00	1.10577	1.10740	1.09756	1.09854	38483	0	2
2020.03.27	16:00:00	1.09855	1.11466	1.09528	1.11365	43337	0	0
2020.03.30	00:00:00	1.11107	1.11435	1.10681	1.10804	16555	0	4
2020.03.30	08:00:00	1.10804	1.11055	1.10121	1.10148	35967	0	5
2020.03.30	16:00:00	1.10147	1.10550	1.10095	1.10436	29357	0	0
2020.03.31	00:00:00	1.10391	1.10538	1.09828	1.10155	17147	0	0
2020.03.31	08:00:00	1.10155	1.10248	1.09260	1.09716	35831	0	0
2020.03.31	16:00:00	1.09713	1.10367	1.09420	1.10349	43007	0	0
2020.04.01	00:00:00	1.10270	1.10382	1.10054	1.10157	13491	0	0
2020.04.01	08:00:00	1.10155	1.10327	1.09158	1.09292	32702	0	3
2020.04.01	16:00:00	1.09291	1.09693	1.09021	1.09612	27481	0	3
2020.04.02	00:00:00	1.09594	1.09670	1.09298	1.09435	10269	0	3
2020.04.02	08:00:00	1.09436	1.09637	1.08745	1.08790	28680	0	0
2020.04.02	16:00:00	1.08789	1.09000	1.08200	1.08548	36735	0	0
2020.04.03	00:00:00	1.08536	1.08633	1.08326	1.08430	10178	0	7
2020.04.03	08:00:00	1.08429	1.08507	1.07745	1.07758	30710	0	0
2020.04.03	16:00:00	1.07756	1.08277	1.07720	1.08063	24263	0	4
2020.04.06	00:00:00	1.08072	1.08228	1.07976	1.08139	15056	0	4
2020.04.06	08:00:00	1.08138	1.08350	1.07793	1.07916	26745	0	1
2020.04.06	16:00:00	1.07916	1.08172	1.07677	1.07924	23058	0	0
2020.04.07	00:00:00	1.07911	1.08297	1.07829	1.08256	11195	0	3
2020.04.07	08:00:00	1.08257	1.09166	1.08202	1.09044	27533	0	0
2020.04.07	16:00:00	1.09046	1.09256	1.08756	1.08909	23522	0	0
2020.04.08	00:00:00	1.08897	1.09014	1.08583	1.08668	10751	0	6
2020.04.08	08:00:00	1.08668	1.08873	1.08294	1.08722	25735	0	3
2020.04.08	16:00:00	1.08722	1.08877	1.08496	1.08539	19544	0	4
2020.04.09	00:00:00	1.08549	1.08796	1.08500	1.08646	8923	0	5
2020.04.09	08:00:00	1.08651	1.09095	1.08405	1.09034	22650	0	5
2020.04.09	16:00:00	1.09038	1.09511	1.08946	1.09283	28842	0	3
2020.04.10	00:00:00	1.09273	1.09431	1.09174	1.09367	6846	0	0
2020.04.10	08:00:00	1.09368	1.09514	1.09267	1.09423	8878	0	2
2020.04.10	16:00:00	1.09424	1.09518	1.09281	1.09322	8279	0	5
2020.04.13	00:00:00	1.09467	1.09467	1.09245	1.09363	8731	0	5
2020.04.13	08:00:00	1.09361	1.09671	1.09029	1.09219	15995	0	1
2020.04.13	16:00:00	1.09219	1.09234	1.08921	1.09080	14601	0	6
2020.04.14	00:00:00	1.08939	1.09484	1.08939	1.09430	9115	0	5
2020.04.14	08:00:00	1.09432	1.09755	1.09144	1.09703	20120	0	3
2020.04.14	16:00:00	1.09705	1.09866	1.09544	1.09814	19881	0	2
2020.04.15	00:00:00	1.09770	1.09899	1.09728	1.09747	5584	0	5
2020.04.15	08:00:00	1.09743	1.09757	1.08563	1.08599	22598	0	0
2020.04.15	16:00:00	1.08599	1.09383	1.08587	1.09107	20891	0	0
2020.04.16	00:00:00	1.09047	1.09106	1.08641	1.08786	8926	0	5
2020.04.16	08:00:00	1.08787	1.09042	1.08526	1.08888	25436	0	3
2020.04.16	16:00:00	1.08887	1.08942	1.08161	1.08381	24814	0	5
2020.04.17	00:00:00	1.08322	1.08784	1.08270	1.08701	10255	0	0
2020.04.17	08:00:00	1.08700	1.08728	1.08115	1.08637	25185	0	4
2020.04.17	16:00:00	1.08639	1.08921	1.08587	1.08690	22382	0	0
2020.04.20	00:00:00	1.08619	1.08763	1.08559	1.08704	6825	0	5
2020.04.20	08:00:00	1.08705	1.08961	1.08406	1.08621	19868	0	3
2020.04.20	16:00:00	1.08620	1.08867	1.08496	1.08614	18751	0	6
2020.04.21	00:00:00	1.08588	1.08698	1.08251	1.08323	8963	0	5
2020.04.21	08:00:00	1.08321	1.08527	1.08196	1.08285	21803	0	5
2020.04.21	16:00:00	1.08285	1.08796	1.08161	1.08561	23910	0	1
2020.04.22	00:00:00	1.08554	1.08620	1.08445	1.08459	6476	0	5
2020.04.22	08:00:00	1.08459	1.08847	1.08449	1.08681	19250	0	5
2020.04.22	16:00:00	1.08680	1.08711	1.08027	1.08220	16501	0	0
2020.04.23	00:00:00	1.08212	1.08236	1.08041	1.08149	5732	0	6
2020.04.23	08:00:00	1.08154	1.08337	1.07554	1.07878	25639	0	3
2020.04.23	16:00:00	1.07875	1.08462	1.07613	1.07741	27582	0	3
2020.04.24	00:00:00	1.07750	1.07844	1.07608	1.07711	6875	0	5
2020.04.24	08:00:00	1.07710	1.08094	1.07265	1.08023	21162	0	0
2020.04.24	16:00:00	1.08022	1.08288	1.07839	1.08238	19164	0	3
2020.04.27	00:00:00	1.08198	1.08425	1.08107	1.08379	8723	0	5
2020.04.27	08:00:00	1.08382	1.08595	1.08325	1.08505	19664	0	4
2020.04.27	16:00:00	1.08509	1.08569	1.08160	1.08284	14277	0	5
2020.04.28	00:00:00	1.08251	1.08356	1.08163	1.08211	6498	0	6
2020.04.28	08:00:00	1.08209	1.08878	1.08093	1.08697	21269	0	5
2020.04.28	16:00:00	1.08698	1.08741	1.08173	1.08190	16833	0	6
2020.04.29	00:00:00	1.08177	1.08539	1.08165	1.08492	6114	0	5
2020.04.29	08:00:00	1.08493	1.08736	1.08387	1.08567	18471	0	5
2020.04.29	16:00:00	1.08566	1.08851	1.08421	1.08712	21109	0	5
2020.04.30	00:00:00	1.08678	1.08783	1.08509	1.08592	5869	0	5
2020.04.30	08:00:00	1.08593	1.08908	1.08530	1.08755	23382	0	5
2020.04.30	16:00:00	1.08755	1.09720	1.08325	1.09511	30730	0	0
2020.05.01	00:00:00	1.09462	1.09550	1.09339	1.09488	7764	0	0
2020.05.01	08:00:00	1.09487	1.09894	1.09435	1.09800	17090	0	6
2020.05.01	16:00:00	1.09801	1.10176	1.09713	1.09772	20126	0	5
2020.05.04	00:00:00	1.09653	1.09730	1.09345	1.09356	7701	0	5
2020.05.04	08:00:00	1.09357	1.09485	1.09231	1.09343	20236	0	5
2020.05.04	16:00:00	1.09342	1.09375	1.08951	1.09029	17698	0	5
2020.05.05	00:00:00	1.09008	1.09153	1.08988	1.09060	3777	0	5
2020.05.05	08:00:00	1.09062	1.09253	1.08253	1.08410	25085	0	3
2020.05.05	16:00:00	1.08411	1.08867	1.08335	1.08368	18180	0	5
2020.05.06	00:00:00	1.08259	1.08447	1.08256	1.08401	6299	0	5
2020.05.06	08:00:00	1.08402	1.08405	1.07815	1.08120	19828	0	1
2020.05.06	16:00:00	1.08119	1.08262	1.07896	1.07952	18782	0	4
2020.05.07	00:00:00	1.07896	1.08042	1.07895	1.07985	5467	0	6
2020.05.07	08:00:00	1.07984	1.08157	1.07759	1.07938	22789	0	5
2020.05.07	16:00:00	1.07935	1.08333	1.07659	1.08311	21552	0	2
2020.05.08	00:00:00	1.08295	1.08544	1.08215	1.08427	7877	0	0
2020.05.08	08:00:00	1.08427	1.08515	1.08189	1.08355	14833	0	5
2020.05.08	16:00:00	1.08355	1.08750	1.08146	1.08382	16218	0	0
2020.05.11	00:00:00	1.08249	1.08500	1.08209	1.08463	6337	0	6
2020.05.11	08:00:00	1.08462	1.08469	1.08081	1.08197	17630	0	5
2020.05.11	16:00:00	1.08198	1.08434	1.07998	1.08054	18298	0	4
2020.05.12	00:00:00	1.08033	1.08101	1.07838	1.08041	7232	0	5
2020.05.12	08:00:00	1.08040	1.08640	1.07997	1.08590	20678	0	0
2020.05.12	16:00:00	1.08589	1.08847	1.08463	1.08477	18950	0	0
2020.05.13	00:00:00	1.08466	1.08569	1.08433	1.08488	6920	0	5
2020.05.13	08:00:00	1.08489	1.08807	1.08305	1.08786	18305	0	5
2020.05.13	16:00:00	1.08786	1.08958	1.08111	1.08181	24676	0	0
2020.05.14	00:00:00	1.08168	1.08234	1.08046	1.08089	5306	0	5
2020.05.14	08:00:00	1.08087	1.08199	1.07743	1.07884	19667	0	0
2020.05.14	16:00:00	1.07884	1.08156	1.07797	1.08036	20830	0	6
2020.05.15	00:00:00	1.08032	1.08074	1.07979	1.08047	6328	0	3
2020.05.15	08:00:00	1.08049	1.08394	1.07883	1.08290	19324	0	0
2020.05.15	16:00:00	1.08290	1.08504	1.08031	1.08175	18492	0	5
2020.05.18	00:00:00	1.08025	1.08264	1.08016	1.08200	5457	0	6
2020.05.18	08:00:00	1.08200	1.08434	1.07994	1.08371	13576	0	5
2020.05.18	16:00:00	1.08372	1.09265	1.08363	1.09132	23315	0	0
2020.05.19	00:00:00	1.09153	1.09234	1.09016	1.09091	7372	0	5
2020.05.19	08:00:00	1.09091	1.09755	1.09070	1.09500	21132	0	6
2020.05.19	16:00:00	1.09502	1.09534	1.09179	1.09226	17040	0	7
2020.05.20	00:00:00	1.09210	1.09464	1.09161	1.09405	5499	0	5
2020.05.20	08:00:00	1.09407	1.09662	1.09374	1.09645	16856	0	5
2020.05.20	16:00:00	1.09646	1.09986	1.09616	1.09778	18183	0	0
2020.05.21	00:00:00	1.09760	1.09814	1.09561	1.09601	4656	0	6
2020.05.21	08:00:00	1.09601	1.10079	1.09517	1.09949	17258	0	3
2020.05.21	16:00:00	1.09947	1.09948	1.09366	1.09486	18737	0	0
2020.05.22	00:00:00	1.09451	1.09534	1.09266	1.09289	6822	0	5
2020.05.22	08:00:00	1.09288	1.09316	1.08865	1.08977	16535	0	4
2020.05.22	16:00:00	1.08976	1.09051	1.08848	1.09012	12394	0	6
2020.05.25	00:00:00	1.08894	1.09081	1.08868	1.08901	5513	0	7
2020.05.25	08:00:00	1.08901	1.09140	1.08701	1.09037	10090	0	5
2020.05.25	16:00:00	1.09034	1.09097	1.08893	1.08947	7255	0	6
2020.05.26	00:00:00	1.08939	1.09213	1.08911	1.09188	5667	0	7
2020.05.26	08:00:00	1.09187	1.09794	1.09141	1.09701	18469	0	4
2020.05.26	16:00:00	1.09702	1.09953	1.09636	1.09813	18099	0	5
2020.05.27	00:00:00	1.09809	1.09845	1.09531	1.09547	7434	0	2
2020.05.27	08:00:00	1.09545	1.10302	1.09333	1.09976	30676	0	0
2020.05.27	16:00:00	1.09975	1.10163	1.09547	1.10081	25413	0	0
2020.05.28	00:00:00	1.09966	1.10347	1.09959	1.10075	8390	0	2
2020.05.28	08:00:00	1.10076	1.10300	1.09911	1.10210	24600	0	5
2020.05.28	16:00:00	1.10209	1.10929	1.10209	1.10765	24202	0	0
2020.05.29	00:00:00	1.10757	1.10999	1.10684	1.10989	9023	0	5
2020.05.29	08:00:00	1.10989	1.11447	1.10888	1.11291	26259	0	0
2020.05.29	16:00:00	1.11292	1.11324	1.10803	1.11021	31337	0	2
2020.06.01	00:00:00	1.11085	1.11398	1.11017	1.11329	10477	0	5
2020.06.01	08:00:00	1.11329	1.11533	1.10999	1.11096	24526	0	0
2020.06.01	16:00:00	1.11096	1.11398	1.11029	1.11333	19172	0	5
2020.06.02	00:00:00	1.11349	1.11379	1.11185	1.11251	7749	0	6
2020.06.02	08:00:00	1.11251	1.11873	1.11146	1.11647	29706	0	3
2020.06.02	16:00:00	1.11642	1.11953	1.11606	1.11683	23943	0	0
2020.06.03	00:00:00	1.11672	1.12104	1.11660	1.12027	11875	0	1
2020.06.03	08:00:00	1.12026	1.12270	1.11834	1.11910	27284	0	4
2020.06.03	16:00:00	1.11907	1.12572	1.11859	1.12329	27408	0	0
2020.06.04	00:00:00	1.12322	1.12366	1.12106	1.12149	8368	0	5
2020.06.04	08:00:00	1.12149	1.12717	1.11942	1.12371	26709	0	0
2020.06.04	16:00:00	1.12367	1.13617	1.12258	1.13348	34555	0	2
2020.06.05	00:00:00	1.13357	1.13546	1.13254	1.13462	8989	0	5
2020.06.05	08:00:00	1.13461	1.13831	1.12817	1.12949	30528	0	0
2020.06.05	16:00:00	1.12948	1.13233	1.12779	1.12903	28145	0	3
2020.06.08	00:00:00	1.12921	1.13193	1.12844	1.12881	9808	0	0
2020.06.08	08:00:00	1.12882	1.13152	1.12676	1.12928	21496	0	6
2020.06.08	16:00:00	1.12933	1.13180	1.12847	1.12931	21272	0	1
2020.06.09	00:00:00	1.12893	1.13143	1.12833	1.12848	9356	0	5
2020.06.09	08:00:00	1.12850	1.13017	1.12405	1.12992	26256	0	2
2020.06.09	16:00:00	1.12991	1.13632	1.12962	1.13377	23278	0	4
2020.06.10	00:00:00	1.13340	1.13455	1.13310	1.13421	7370	0	6
2020.06.10	08:00:00	1.13422	1.13889	1.13413	1.13796	24617	0	5
2020.06.10	16:00:00	1.13795	1.14219	1.13209	1.13750	33830	0	0
2020.06.11	00:00:00	1.13700	1.13946	1.13430	1.13506	13212	0	5
