<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2021.01.21	16:00:00	1.21509	1.21698	1.21352	1.21481	40403	0	9
2021.01.21	20:00:00	1.21481	1.21696	1.21477	1.21600	10509	0	9
2021.01.22	00:00:00	1.21602	1.21772	1.21540	1.21725	8595	0	9
2021.01.22	04:00:00	1.21725	1.21763	1.21697	1.21715	7153	0	9
2021.01.22	08:00:00	1.21715	1.21892	1.21511	1.21735	27985	0	9
2021.01.22	12:00:00	1.21734	1.21871	1.21548	1.21651	22081	0	9
2021.01.22	16:00:00	1.21651	1.21843	1.21538	1.21670	30361	0	9
2021.01.22	20:00:00	1.21669	1.21728	1.21648	1.21707	10136	0	9
2021.01.25	00:00:00	1.21695	1.21730	1.21598	1.21639	9231	0	9
2021.01.25	04:00:00	1.21639	1.21806	1.21638	1.21803	8947	0	9
2021.01.25	08:00:00	1.21803	1.21830	1.21436	1.21472	30034	0	9
2021.01.25	12:00:00	1.21472	1.21622	1.21396	1.21466	25075	0	9
2021.01.25	16:00:00	1.21465	1.21520	1.21155	1.21442	39771	0	9
2021.01.25	20:00:00	1.21442	1.21462	1.21356	1.21383	10772	0	9
2021.01.26	00:00:00	1.21369	1.21451	1.21299	1.21449	8246	0	9
2021.01.26	04:00:00	1.21449	1.21457	1.21266	1.21306	10467	0	9
2021.01.26	08:00:00	1.21306	1.21410	1.21073	1.21285	31898	0	9
2021.01.26	12:00:00	1.21285	1.21615	1.21227	1.21564	28996	0	9
2021.01.26	16:00:00	1.21564	1.21755	1.21394	1.21569	34309	0	9
2021.01.26	20:00:00	1.21569	1.21680	1.21559	1.21593	9475	0	9
2021.01.27	00:00:00	1.21593	1.21694	1.21578	1.21604	8026	0	9
2021.01.27	04:00:00	1.21604	1.21646	1.21529	1.21624	7839	0	9
2021.01.27	08:00:00	1.21624	1.21654	1.21190	1.21223	29719	0	9
2021.01.27	12:00:00	1.21223	1.21324	1.20978	1.21108	31468	0	9
2021.01.27	16:00:00	1.21108	1.21188	1.20580	1.21174	61293	0	9
2021.01.27	20:00:00	1.21174	1.21286	1.20928	1.21094	38340	0	9
2021.01.28	00:00:00	1.21094	1.21107	1.20821	1.21008	16649	0	9
2021.01.28	04:00:00	1.21008	1.21051	1.20866	1.21049	15503	0	9
2021.01.28	08:00:00	1.21049	1.21133	1.20801	1.21084	37822	0	9
2021.01.28	12:00:00	1.21084	1.21304	1.20876	1.21281	36147	0	9
2021.01.28	16:00:00	1.21281	1.21419	1.21182	1.21247	46612	0	9
2021.01.28	20:00:00	1.21247	1.21395	1.21180	1.21191	14579	0	9
2021.01.29	00:00:00	1.21175	1.21262	1.21033	1.21078	11098	0	9
2021.01.29	04:00:00	1.21077	1.21088	1.20941	1.20991	12593	0	9
2021.01.29	08:00:00	1.20991	1.21208	1.20968	1.21162	34711	0	9
2021.01.29	12:00:00	1.21162	1.21519	1.21065	1.21458	45582	0	9
2021.01.29	16:00:00	1.21459	1.21554	1.21245	1.21320	51226	0	9
2021.01.29	20:00:00	1.21320	1.21388	1.21271	1.21374	20332	0	9
2021.02.01	00:00:00	1.21301	1.21361	1.21198	1.21268	15363	0	9
2021.02.01	04:00:00	1.21268	1.21327	1.21242	1.21296	10743	0	9
2021.02.01	08:00:00	1.21296	1.21322	1.20832	1.20932	29868	0	9
2021.02.01	12:00:00	1.20932	1.20938	1.20690	1.20843	33459	0	9
2021.02.01	16:00:00	1.20843	1.20990	1.20619	1.20692	36699	0	9
2021.02.01	20:00:00	1.20692	1.20778	1.20556	1.20593	15233	0	9
2021.02.02	00:00:00	1.20593	1.20858	1.20587	1.20834	10400	0	9
2021.02.02	04:00:00	1.20835	1.20873	1.20741	1.20790	10732	0	9
2021.02.02	08:00:00	1.20789	1.20869	1.20636	1.20665	25408	0	9
2021.02.02	12:00:00	1.20666	1.20693	1.20258	1.20477	32253	0	9
2021.02.02	16:00:00	1.20477	1.20490	1.20111	1.20183	35243	0	9
2021.02.02	20:00:00	1.20184	1.20454	1.20166	1.20431	13163	0	9
2021.02.03	00:00:00	1.20429	1.20497	1.20353	1.20463	9209	0	9
2021.02.03	04:00:00	1.20463	1.20477	1.20388	1.20434	8484	0	9
2021.02.03	08:00:00	1.20434	1.20436	1.20091	1.20221	25381	0	9
2021.02.03	12:00:00	1.20221	1.20298	1.20044	1.20167	26489	0	9
2021.02.03	16:00:00	1.20166	1.20321	1.20035	1.20262	29184	0	9
2021.02.03	20:00:00	1.20262	1.20367	1.20207	1.20349	10321	0	9
2021.02.04	00:00:00	1.20351	1.20423	1.20280	1.20343	8713	0	9
2021.02.04	04:00:00	1.20344	1.20380	1.20121	1.20165	12451	0	9
2021.02.04	08:00:00	1.20165	1.20165	1.19827	1.19853	30743	0	9
2021.02.04	12:00:00	1.19853	1.19973	1.19823	1.19836	27759	0	9
2021.02.04	16:00:00	1.19836	1.19888	1.19571	1.19600	23824	0	9
2021.02.04	20:00:00	1.19600	1.19676	1.19571	1.19580	8567	0	9
2021.02.05	00:00:00	1.19580	1.19714	1.19580	1.19655	8438	0	9
2021.02.05	04:00:00	1.19656	1.19677	1.19517	1.19624	8133	0	9
2021.02.05	08:00:00	1.19624	1.19875	1.19589	1.19764	21996	0	9
2021.02.05	12:00:00	1.19764	1.20234	1.19682	1.20036	33344	0	9
2021.02.05	16:00:00	1.20035	1.20415	1.20003	1.20374	32585	0	9
2021.02.05	20:00:00	1.20374	1.20494	1.20367	1.20479	9617	0	9
2021.02.08	00:00:00	1.20366	1.20546	1.20292	1.20379	12566	0	9
2021.02.08	04:00:00	1.20379	1.20423	1.20308	1.20362	5943	0	9
2021.02.08	08:00:00	1.20362	1.20485	1.20235	1.20276	16708	0	9
2021.02.08	12:00:00	1.20276	1.20438	1.20193	1.20372	21062	0	9
2021.02.08	16:00:00	1.20372	1.20655	1.20327	1.20466	29412	0	9
2021.02.08	20:00:00	1.20466	1.20571	1.20425	1.20425	8073	0	9
2021.02.09	00:00:00	1.20425	1.20637	1.20420	1.20590	7889	0	9
2021.02.09	04:00:00	1.20590	1.20816	1.20590	1.20776	11137	0	9
2021.02.09	08:00:00	1.20776	1.21161	1.20669	1.21092	28666	0	9
2021.02.09	12:00:00	1.21092	1.21128	1.20898	1.21013	24843	0	9
2021.02.09	16:00:00	1.21013	1.21090	1.20881	1.21049	30188	0	9
2021.02.09	20:00:00	1.21049	1.21213	1.21016	1.21181	10036	0	9
2021.02.10	00:00:00	1.21178	1.21195	1.21082	1.21156	7214	0	9
2021.02.10	04:00:00	1.21156	1.21293	1.21154	1.21238	7117	0	9
2021.02.10	08:00:00	1.21238	1.21435	1.21136	1.21189	23154	0	9
2021.02.10	12:00:00	1.21189	1.21391	1.21127	1.21281	28427	0	9
2021.02.10	16:00:00	1.21281	1.21392	1.21227	1.21377	34018	0	9
2021.02.10	20:00:00	1.21377	1.21377	1.21160	1.21172	10596	0	9
2021.02.11	00:00:00	1.21167	1.21197	1.21131	1.21167	3976	0	9
2021.02.11	04:00:00	1.21167	1.21271	1.21164	1.21259	4925	0	9
2021.02.11	08:00:00	1.21259	1.21355	1.21176	1.21297	15337	0	9
2021.02.11	12:00:00	1.21297	1.21490	1.21205	1.21432	15066	0	9
2021.02.11	16:00:00	1.21432	1.21446	1.21211	1.21267	28016	0	9
2021.02.11	20:00:00	1.21267	1.21369	1.21227	1.21287	8830	0	9
2021.02.12	00:00:00	1.21285	1.21344	1.21242	1.21267	4966	0	9
2021.02.12	04:00:00	1.21267	1.21313	1.21180	1.21309	7560	0	9
2021.02.12	08:00:00	1.21309	1.21310	1.20998	1.21078	19691	0	9
2021.02.12	12:00:00	1.21078	1.21144	1.20837	1.20866	18167	0	9
2021.02.12	16:00:00	1.20866	1.21282	1.20810	1.21227	26573	0	9
2021.02.12	20:00:00	1.21228	1.21259	1.21127	1.21178	7792	0	9
2021.02.15	00:00:00	1.21240	1.21279	1.21161	1.21265	6012	0	9
2021.02.15	04:00:00	1.21264	1.21399	1.21251	1.21376	6586	0	9
2021.02.15	08:00:00	1.21374	1.21447	1.21303	1.21340	20572	0	9
2021.02.15	12:00:00	1.21340	1.21399	1.21233	1.21265	13036	0	9
2021.02.15	16:00:00	1.21265	1.21377	1.21203	1.21303	10983	0	9
2021.02.15	20:00:00	1.21303	1.21342	1.21250	1.21271	4488	0	9
2021.02.16	00:00:00	1.21265	1.21463	1.21243	1.21422	6540	0	9
2021.02.16	04:00:00	1.21422	1.21501	1.21323	1.21362	7133	0	9
2021.02.16	08:00:00	1.21362	1.21569	1.21279	1.21520	18570	0	9
2021.02.16	12:00:00	1.21520	1.21690	1.21059	1.21078	24861	0	9
2021.02.16	16:00:00	1.21078	1.21234	1.20945	1.21084	36007	0	9
2021.02.16	20:00:00	1.21084	1.21173	1.21030	1.21060	7718	0	9
2021.02.17	00:00:00	1.21059	1.21077	1.20827	1.20925	11349	0	9
2021.02.17	04:00:00	1.20925	1.20972	1.20855	1.20927	9677	0	9
2021.02.17	08:00:00	1.20927	1.20929	1.20593	1.20674	23823	0	9
2021.02.17	12:00:00	1.20674	1.20689	1.20299	1.20333	24223	0	9
2021.02.17	16:00:00	1.20333	1.20472	1.20228	1.20447	30306	0	9
2021.02.17	20:00:00	1.20447	1.20452	1.20304	1.20304	8493	0	9
2021.02.18	00:00:00	1.20304	1.20496	1.20304	1.20441	7433	0	9
2021.02.18	04:00:00	1.20441	1.20461	1.20351	1.20454	6889	0	9
2021.02.18	08:00:00	1.20454	1.20750	1.20358	1.20732	20213	0	9
2021.02.18	12:00:00	1.20731	1.20897	1.20620	1.20843	25842	0	9
2021.02.18	16:00:00	1.20843	1.20860	1.20616	1.20813	29875	0	9
2021.02.18	20:00:00	1.20813	1.20941	1.20792	1.20895	7655	0	9
2021.02.19	00:00:00	1.20895	1.20980	1.20855	1.20873	6756	0	9
2021.02.19	04:00:00	1.20873	1.20959	1.20818	1.20938	8925	0	9
2021.02.19	08:00:00	1.20938	1.21411	1.20902	1.21335	21721	0	9
2021.02.19	12:00:00	1.21335	1.21440	1.21257	1.21303	23598	0	9
2021.02.19	16:00:00	1.21303	1.21396	1.21169	1.21264	22931	0	9
2021.02.19	20:00:00	1.21265	1.21272	1.21073	1.21166	10169	0	9
2021.02.22	00:00:00	1.21132	1.21350	1.21131	1.21260	9927	0	9
2021.02.22	04:00:00	1.21260	1.21287	1.21120	1.21197	9716	0	9
2021.02.22	08:00:00	1.21197	1.21239	1.20908	1.21077	29042	0	9
2021.02.22	12:00:00	1.21077	1.21538	1.21073	1.21468	24341	0	9
2021.02.22	16:00:00	1.21469	1.21673	1.21287	1.21650	36523	0	9
2021.02.22	20:00:00	1.21650	1.21689	1.21500	1.21523	8161	0	9
2021.02.23	00:00:00	1.21510	1.21765	1.21510	1.21752	8733	0	9
2021.02.23	04:00:00	1.21752	1.21767	1.21641	1.21696	6028	0	9
2021.02.23	08:00:00	1.21696	1.21796	1.21447	1.21485	24222	0	9
2021.02.23	12:00:00	1.21485	1.21576	1.21349	1.21488	26841	0	9
2021.02.23	16:00:00	1.21488	1.21660	1.21349	1.21456	41334	0	9
2021.02.23	20:00:00	1.21456	1.21571	1.21413	1.21492	10499	0	9
2021.02.24	00:00:00	1.21492	1.21658	1.21423	1.21580	18788	0	9
2021.02.24	04:00:00	1.21580	1.21617	1.21449	1.21475	14661	0	9
2021.02.24	08:00:00	1.21475	1.21741	1.21436	1.21623	32361	0	9
2021.02.24	12:00:00	1.21623	1.21720	1.21232	1.21330	31963	0	9
2021.02.24	16:00:00	1.21330	1.21464	1.21087	1.21413	44305	0	9
2021.02.24	20:00:00	1.21413	1.21740	1.21387	1.21605	12710	0	9
2021.02.25	00:00:00	1.21605	1.21716	1.21565	1.21570	10506	0	9
2021.02.25	04:00:00	1.21570	1.21825	1.21555	1.21773	12066	0	9
2021.02.25	08:00:00	1.21774	1.22224	1.21672	1.22195	28939	0	9
2021.02.25	12:00:00	1.22195	1.22373	1.22108	1.22117	39174	0	9
2021.02.25	16:00:00	1.22117	1.22427	1.22083	1.22119	59058	0	9
2021.02.25	20:00:00	1.22119	1.22134	1.21599	1.21685	60558	0	9
2021.02.26	00:00:00	1.21698	1.21833	1.21367	1.21633	30905	0	9
2021.02.26	04:00:00	1.21633	1.21821	1.21446	1.21534	24510	0	9
2021.02.26	08:00:00	1.21534	1.21590	1.21223	1.21247	45359	0	9
2021.02.26	12:00:00	1.21247	1.21288	1.20921	1.21230	51455	0	9
2021.02.26	16:00:00	1.21230	1.21409	1.20732	1.20795	70788	0	9
2021.02.26	20:00:00	1.20794	1.20897	1.20617	1.20730	23245	0	9
2021.03.01	00:00:00	1.20686	1.21008	1.20681	1.20837	16472	0	9
2021.03.01	04:00:00	1.20837	1.20882	1.20743	1.20842	13909	0	9
2021.03.01	08:00:00	1.20843	1.20924	1.20280	1.20381	27668	0	9
2021.03.01	12:00:00	1.20382	1.20551	1.20369	1.20526	23818	0	9
2021.03.01	16:00:00	1.20525	1.20670	1.20271	1.20403	44500	0	9
2021.03.01	20:00:00	1.20403	1.20509	1.20322	1.20486	12761	0	9
2021.03.02	00:00:00	1.20486	1.20501	1.20266	1.20308	11174	0	9
2021.03.02	04:00:00	1.20307	1.20353	1.20147	1.20211	20956	0	9
2021.03.02	08:00:00	1.20211	1.20265	1.19912	1.20056	30138	0	9
2021.03.02	12:00:00	1.20056	1.20371	1.20056	1.20286	30351	0	9
2021.03.02	16:00:00	1.20285	1.20844	1.20274	1.20792	36715	0	9
2021.03.02	20:00:00	1.20793	1.20940	1.20789	1.20904	11338	0	9
2021.03.03	00:00:00	1.20904	1.20930	1.20811	1.20909	8624	0	9
2021.03.03	04:00:00	1.20910	1.20915	1.20820	1.20836	5653	0	9
2021.03.03	08:00:00	1.20836	1.21128	1.20736	1.21009	33987	0	9
2021.03.03	12:00:00	1.21009	1.21029	1.20427	1.20541	33441	0	9
2021.03.03	16:00:00	1.20541	1.20801	1.20424	1.20699	45046	0	9
2021.03.03	20:00:00	1.20699	1.20780	1.20609	1.20629	18353	0	9
2021.03.04	00:00:00	1.20626	1.20661	1.20430	1.20616	11461	0	9
2021.03.04	04:00:00	1.20616	1.20627	1.20431	1.20559	13438	0	9
2021.03.04	08:00:00	1.20559	1.20621	1.20261	1.20320	28205	0	9
2021.03.04	12:00:00	1.20320	1.20487	1.20271	1.20354	27678	0	9
2021.03.04	16:00:00	1.20354	1.20533	1.19897	1.19936	55704	0	9
2021.03.04	20:00:00	1.19935	1.19995	1.19612	1.19645	47108	0	9
2021.03.05	00:00:00	1.19645	1.19764	1.19526	1.19602	14824	0	9
2021.03.05	04:00:00	1.19602	1.19644	1.19511	1.19591	13318	0	9
2021.03.05	08:00:00	1.19591	1.19604	1.19138	1.19273	35504	0	9
2021.03.05	12:00:00	1.19273	1.19428	1.18926	1.19174	49806	0	9
2021.03.05	16:00:00	1.19174	1.19459	1.19048	1.19115	72184	0	9
2021.03.05	20:00:00	1.19115	1.19224	1.19048	1.19089	18387	0	9
2021.03.08	00:00:00	1.19166	1.19317	1.19156	1.19267	14306	0	9
2021.03.08	04:00:00	1.19267	1.19280	1.18983	1.19118	17059	0	9
2021.03.08	08:00:00	1.19117	1.19141	1.18648	1.18717	28876	0	9
2021.03.08	12:00:00	1.18717	1.18802	1.18562	1.18707	27323	0	9
2021.03.08	16:00:00	1.18707	1.18869	1.18452	1.18562	41483	0	9
2021.03.08	20:00:00	1.18562	1.18645	1.18437	1.18455	12989	0	9
2021.03.09	00:00:00	1.18452	1.18524	1.18353	1.18378	13060	0	9
2021.03.09	04:00:00	1.18378	1.18667	1.18376	1.18534	17174	0	9
2021.03.09	08:00:00	1.18534	1.19086	1.18508	1.19051	27402	0	1
2021.03.09	12:00:00	1.19051	1.19152	1.18819	1.18913	25787	0	1
2021.03.09	16:00:00	1.18914	1.19086	1.18810	1.18858	34865	0	1
2021.03.09	20:00:00	1.18857	1.19044	1.18843	1.19003	12725	0	1
2021.03.10	00:00:00	1.19003	1.19021	1.18833	1.18845	8039	0	1
2021.03.10	04:00:00	1.18846	1.18850	1.18700	1.18746	9267	0	1
2021.03.10	08:00:00	1.18745	1.19011	1.18684	1.18995	17036	0	1
2021.03.10	12:00:00	1.18995	1.19124	1.18813	1.19101	27843	0	1
2021.03.10	16:00:00	1.19103	1.19244	1.18856	1.19077	35123	0	1
2021.03.10	20:00:00	1.19077	1.19293	1.19011	1.19283	16448	0	1
2021.03.11	00:00:00	1.19281	1.19287	1.19155	1.19212	5356	0	1
2021.03.11	04:00:00	1.19212	1.19342	1.19212	1.19270	8238	0	1
2021.03.11	08:00:00	1.19270	1.19684	1.19184	1.19633	19739	0	1
2021.03.11	12:00:00	1.19633	1.19735	1.19422	1.19566	33538	0	1
2021.03.11	16:00:00	1.19566	1.19787	1.19276	1.19717	35329	0	1
2021.03.11	20:00:00	1.19717	1.19895	1.19709	1.19855	14256	0	1
2021.03.12	00:00:00	1.19862	1.19881	1.19775	1.19838	5277	0	1
2021.03.12	04:00:00	1.19838	1.19841	1.19591	1.19630	8912	0	1
2021.03.12	08:00:00	1.19630	1.19630	1.19106	1.19174	26736	0	1
2021.03.12	12:00:00	1.19174	1.19400	1.19095	1.19260	22175	0	1
2021.03.12	16:00:00	1.19260	1.19562	1.19109	1.19474	32852	0	1
2021.03.12	20:00:00	1.19473	1.19610	1.19439	1.19524	9310	0	1
2021.03.15	00:00:00	1.19392	1.19558	1.19392	1.19509	5890	0	1
2021.03.15	04:00:00	1.19509	1.19670	1.19421	1.19429	9959	0	1
2021.03.15	08:00:00	1.19429	1.19432	1.19174	1.19363	17186	0	1
2021.03.15	12:00:00	1.19363	1.19398	1.19189	1.19244	16864	0	1
2021.03.15	16:00:00	1.19244	1.19368	1.19107	1.19230	24660	0	1
2021.03.15	20:00:00	1.19230	1.19331	1.19190	1.19268	8183	0	1
2021.03.16	00:00:00	1.19268	1.19348	1.19218	1.19223	3863	0	1
2021.03.16	04:00:00	1.19223	1.19383	1.19218	1.19373	7404	0	1
2021.03.16	08:00:00	1.19372	1.19383	1.19132	1.19263	12014	0	1
2021.03.16	12:00:00	1.19263	1.19514	1.19198	1.19225	20412	0	1
2021.03.16	16:00:00	1.19225	1.19270	1.18820	1.18928	30555	0	1
2021.03.16	20:00:00	1.18928	1.19096	1.18921	1.19015	11449	0	1
2021.03.17	00:00:00	1.19015	1.19056	1.18982	1.19009	4664	0	2
2021.03.17	04:00:00	1.19009	1.19038	1.18923	1.19031	5082	0	3
2021.03.17	08:00:00	1.19031	1.19077	1.18858	1.18976	9291	0	1
2021.03.17	12:00:00	1.18976	1.19162	1.18909	1.19112	15742	0	1
2021.03.17	16:00:00	1.19112	1.19147	1.18965	1.19011	19045	0	1
2021.03.17	20:00:00	1.19011	1.19852	1.18972	1.19780	45346	0	1
2021.03.18	00:00:00	1.19781	1.19873	1.19737	1.19850	6918	0	1
2021.03.18	04:00:00	1.19850	1.19861	1.19548	1.19609	11285	0	1
2021.03.18	08:00:00	1.19609	1.19884	1.19346	1.19469	22257	0	1
2021.03.18	12:00:00	1.19469	1.19498	1.19213	1.19278	26127	0	1
2021.03.18	16:00:00	1.19278	1.19383	1.19080	1.19201	32839	0	1
2021.03.18	20:00:00	1.19201	1.19312	1.19058	1.19134	15535	0	1
2021.03.19	00:00:00	1.19134	1.19201	1.19038	1.19068	4708	0	1
2021.03.19	04:00:00	1.19068	1.19194	1.19016	1.19184	8681	0	1
2021.03.19	08:00:00	1.19184	1.19367	1.19106	1.19225	13723	0	1
2021.03.19	12:00:00	1.19225	1.19228	1.18901	1.18994	17985	0	1
2021.03.19	16:00:00	1.18994	1.19116	1.18734	1.19070	39136	0	1
2021.03.19	20:00:00	1.19070	1.19122	1.19017	1.19053	7930	0	1
2021.03.22	00:00:00	1.18748	1.18921	1.18711	1.18846	6538	0	1
2021.03.22	04:00:00	1.18846	1.18985	1.18747	1.18930	7047	0	1
2021.03.22	08:00:00	1.18930	1.19057	1.18741	1.19017	17372	0	1
2021.03.22	12:00:00	1.19017	1.19311	1.18931	1.19227	19106	0	1
2021.03.22	16:00:00	1.19227	1.19390	1.19102	1.19388	25411	0	1
2021.03.22	20:00:00	1.19388	1.19466	1.19315	1.19315	7474	0	1
2021.03.23	00:00:00	1.19315	1.19403	1.19280	1.19330	4949	0	1
2021.03.23	04:00:00	1.19330	1.19366	1.19225	1.19228	8410	0	1
2021.03.23	08:00:00	1.19228	1.19313	1.18855	1.18984	16708	0	1
2021.03.23	12:00:00	1.18984	1.18997	1.18767	1.18888	23095	0	1
2021.03.23	16:00:00	1.18888	1.18910	1.18580	1.18630	22888	0	1
2021.03.23	20:00:00	1.18630	1.18658	1.18417	1.18487	10991	0	1
2021.03.24	00:00:00	1.18487	1.18526	1.18358	1.18423	5941	0	1
2021.03.24	04:00:00	1.18423	1.18504	1.18393	1.18460	7714	0	2
2021.03.24	08:00:00	1.18460	1.18469	1.18119	1.18261	19693	0	1
2021.03.24	12:00:00	1.18263	1.18444	1.18183	1.18332	18194	0	1
2021.03.24	16:00:00	1.18332	1.18386	1.18139	1.18230	23853	0	1
2021.03.24	20:00:00	1.18230	1.18301	1.18093	1.18124	11127	0	1
2021.03.25	00:00:00	1.18124	1.18173	1.18085	1.18172	5389	0	1
2021.03.25	04:00:00	1.18172	1.18273	1.18038	1.18202	7999	0	1
2021.03.25	08:00:00	1.18202	1.18257	1.18009	1.18047	12508	0	1
2021.03.25	12:00:00	1.18047	1.18177	1.17906	1.17968	17803	0	1
2021.03.25	16:00:00	1.17968	1.18151	1.17621	1.17624	27192	0	1
2021.03.25	20:00:00	1.17624	1.17814	1.17615	1.17638	13729	0	1
2021.03.26	00:00:00	1.17637	1.17834	1.17633	1.17817	5283	0	1
2021.03.26	04:00:00	1.17817	1.17840	1.17744	1.17761	5556	0	1
2021.03.26	08:00:00	1.17761	1.17888	1.17747	1.17870	12583	0	1
2021.03.26	12:00:00	1.17869	1.17968	1.17713	1.17758	17086	0	1
2021.03.26	16:00:00	1.17757	1.18045	1.17756	1.17984	20774	0	1
2021.03.26	20:00:00	1.17984	1.17997	1.17838	1.17931	10007	0	1
2021.03.29	00:00:00	1.17884	1.17933	1.17775	1.17800	4600	0	2
2021.03.29	04:00:00	1.17800	1.17906	1.17747	1.17783	6503	0	1
2021.03.29	08:00:00	1.17783	1.17935	1.17625	1.17660	18586	0	1
2021.03.29	12:00:00	1.17661	1.17880	1.17643	1.17851	16963	0	1
2021.03.29	16:00:00	1.17851	1.17923	1.17603	1.17732	23076	0	1
2021.03.29	20:00:00	1.17732	1.17779	1.17626	1.17644	8510	0	1
2021.03.30	00:00:00	1.17640	1.17748	1.17627	1.17699	3776	0	1
2021.03.30	04:00:00	1.17699	1.17733	1.17601	1.17636	6183	0	3
2021.03.30	08:00:00	1.17636	1.17650	1.17327	1.17460	18430	0	1
2021.03.30	12:00:00	1.17460	1.17493	1.17271	1.17308	17673	0	1
2021.03.30	16:00:00	1.17308	1.17372	1.17109	1.17181	23548	0	1
2021.03.30	20:00:00	1.17181	1.17226	1.17134	1.17160	5386	0	1
2021.03.31	00:00:00	1.17160	1.17256	1.17139	1.17220	4569	0	1
2021.03.31	04:00:00	1.17220	1.17235	1.17037	1.17071	6289	0	1
2021.03.31	08:00:00	1.17071	1.17476	1.17043	1.17458	15838	0	1
2021.03.31	12:00:00	1.17458	1.17458	1.17205	1.17251	14987	0	1
2021.03.31	16:00:00	1.17251	1.17595	1.17207	1.17494	25767	0	1
2021.03.31	20:00:00	1.17495	1.17548	1.17190	1.17300	10096	0	1
2021.04.01	00:00:00	1.17301	1.17319	1.17204	1.17290	5654	0	1
2021.04.01	04:00:00	1.17290	1.17324	1.17141	1.17151	7301	0	1
2021.04.01	08:00:00	1.17151	1.17442	1.17123	1.17272	18008	0	1
2021.04.01	12:00:00	1.17272	1.17534	1.17239	1.17448	16795	0	1
2021.04.01	16:00:00	1.17448	1.17796	1.17384	1.17727	23856	0	1
2021.04.01	20:00:00	1.17727	1.17781	1.17663	1.17759	6618	0	2
2021.04.02	00:00:00	1.17759	1.17838	1.17697	1.17711	2740	0	1
2021.04.02	04:00:00	1.17711	1.17809	1.17687	1.17775	5216	0	2
2021.04.02	08:00:00	1.17775	1.17862	1.17691	1.17817	4916	0	1
2021.04.02	12:00:00	1.17817	1.17859	1.17567	1.17682	7450	0	1
2021.04.02	16:00:00	1.17682	1.17684	1.17487	1.17602	8127	0	1
2021.04.02	20:00:00	1.17603	1.17655	1.17557	1.17618	2245	0	1
2021.04.05	00:00:00	1.17577	1.17673	1.17546	1.17644	7065	0	13
2021.04.05	04:00:00	1.17644	1.17713	1.17585	1.17586	4087	0	13
2021.04.05	08:00:00	1.17586	1.17602	1.17402	1.17468	8339	0	13
2021.04.05	12:00:00	1.17468	1.17804	1.17373	1.17783	8737	0	13
2021.04.05	16:00:00	1.17782	1.18162	1.17774	1.18155	14051	0	13
2021.04.05	20:00:00	1.18155	1.18190	1.18074	1.18120	4281	0	13
2021.04.06	00:00:00	1.18119	1.18210	1.18111	1.18134	2884	0	13
2021.04.06	04:00:00	1.18135	1.18166	1.17994	1.18050	8060	0	13
2021.04.06	08:00:00	1.18050	1.18204	1.17949	1.18131	18672	0	13
2021.04.06	12:00:00	1.18132	1.18329	1.18019	1.18282	20465	0	13
2021.04.06	16:00:00	1.18282	1.18554	1.18255	1.18551	18797	0	13
2021.04.06	20:00:00	1.18550	1.18771	1.18516	1.18752	9453	0	13
2021.04.07	00:00:00	1.18752	1.18776	1.18680	1.18719	3874	0	1
2021.04.07	04:00:00	1.18719	1.18774	1.18651	1.18703	7283	0	3
2021.04.07	08:00:00	1.18703	1.18869	1.18635	1.18857	18323	0	1
2021.04.07	12:00:00	1.18857	1.18980	1.18764	1.18843	17449	0	1
2021.04.07	16:00:00	1.18843	1.19142	1.18813	1.18818	22082	0	1
2021.04.07	20:00:00	1.18818	1.18863	1.18604	1.18648	8604	0	1
2021.04.08	00:00:00	1.18651	1.18737	1.18642	1.18660	3685	0	1
2021.04.08	04:00:00	1.18660	1.18733	1.18603	1.18723	5715	0	1
2021.04.08	08:00:00	1.18723	1.18926	1.18668	1.18810	13577	0	1
2021.04.08	12:00:00	1.18810	1.18946	1.18612	1.18921	16181	0	1
2021.04.08	16:00:00	1.18921	1.19269	1.18830	1.19210	22235	0	1
2021.04.08	20:00:00	1.19210	1.19227	1.19116	1.19128	6061	0	1
2021.04.09	00:00:00	1.19125	1.19197	1.19100	1.19186	3880	0	1
2021.04.09	04:00:00	1.19186	1.19195	1.19025	1.19035	5806	0	1
2021.04.09	08:00:00	1.19035	1.19039	1.18834	1.18853	16956	0	1
2021.04.09	12:00:00	1.18853	1.18999	1.18667	1.18758	17524	0	1
2021.04.09	16:00:00	1.18758	1.19029	1.18700	1.18996	18813	0	1
2021.04.09	20:00:00	1.18996	1.19100	1.18995	1.19011	6089	0	1
2021.04.12	00:00:00	1.18905	1.19035	1.18896	1.18970	5321	0	1
2021.04.12	04:00:00	1.18971	1.18981	1.18850	1.18876	9516	0	1
2021.04.12	08:00:00	1.18876	1.18938	1.18707	1.18832	14873	0	1
2021.04.12	12:00:00	1.18833	1.19179	1.18833	1.19137	16069	0	1
2021.04.12	16:00:00	1.19137	1.19186	1.19030	1.19153	16293	0	1
2021.04.12	20:00:00	1.19153	1.19168	1.18985	1.19101	6651	0	1
2021.04.13	00:00:00	1.19100	1.19154	1.19018	1.19035	4819	0	1
2021.04.13	04:00:00	1.19035	1.19041	1.18856	1.18869	10395	0	1
2021.04.13	08:00:00	1.18869	1.19083	1.18824	1.19002	16529	0	1
2021.04.13	12:00:00	1.19003	1.19340	1.18776	1.19238	29636	0	1
